"";"classe 1"
"rector";1
"recourse";1
"recommence";1
"realised";1
"rave";1
"rarely";1
"ramsgate";1
"rack";1
"quotation";1
"quarrelsome";1
"quadrangle";1
"purple";1
"publicly";1
"publicity";1
"providence";1
"proverb";1
"prone";1
"prominent";1
"profile";1
"professedly";1
"production";1
"prey";1
"prescribe";1
"premature";1
"preclude";1
"precision";1
"precise";1
"precipitate";1
"precedence";1
"pratt_s";1
"postscript";1
"possessor";1
"pore";1
"popular";1
"pool";1
"pompous";1
"pledge";1
"pleasantry";1
"pique";1
"pew";1
"petty";1
"petition";1
"personage";1
"pensive";1
"penny";1
"pelisse";1
"pearl";1
"paternal";1
"patch";1
"passionately";1
"partridge";1
"parson";1
"paltry";1
"palpably";1
"paleness";1
"painfully";1
"overture";1
"overbear";1
"outwardly";1
"outstrip";1
"oneself";1
"omission";1
"offspring";1
"octagon";1
"obtrude";1
"obscurity";1
"nothingness";1
"northward";1
"northern";1
"nominally";1
"nominal";1
"nobly";1
"nobility";1
"newcastle";1
"nanny";1
"nameless";1
"naivete";1
"multiply";1
"motherly";1
"moor";1
"mood";1
"monument";1
"monarch";1
"modestly";1
"moderately";1
"mob";1
"misunderstanding";1
"mischievous";1
"mischance";1
"mirror";1
"minuteness";1
"military";1
"mighty";1
"midnight";1
"methodical";1
"merciful";1
"memento";1
"medium";1
"mechanically";1
"measles";1
"meanly";1
"manor";1
"mankind";1
"mahogany";1
"lowness";1
"lowly";1
"looker";1
"loin";1
"lit";1
"lieu";1
"licence";1
"lewis";1
"leant";1
"lazy";1
"laurel";1
"knit";1
"knight";1
"kindle";1
"junior";1
"judiciously";1
"jewel";1
"island";1
"irremediable";1
"investigate";1
"intruder";1
"internally";1
"intermediate";1
"intellect";1
"insupportable";1
"insight";1
"insidious";1
"inquietude";1
"innumerable";1
"innocently";1
"injudicious";1
"infirm";1
"infant";1
"individually";1
"indisputable";1
"indefinite";1
"indefatigable";1
"inconsistent";1
"improver";1
"imprisonment";1
"import";1
"impetuous";1
"impassable";1
"imitate";1
"imbibe";1
"hungry";1
"hundredth";1
"humiliate";1
"hopeful";1
"hollow";1
"hoarse";1
"hit";1
"historian";1
"heyday";1
"henceforward";1
"henceforth";1
"haughty";1
"hatred";1
"hart";1
"harshly";1
"harsh";1
"harass";1
"hamilton";1
"gust";1
"grate";1
"grandfather";1
"gothic";1
"gibraltar";1
"generously";1
"gape";1
"frown";1
"fretfulness";1
"foul";1
"fortnight_s";1
"forgetfulness";1
"footpath";1
"foolishly";1
"flavour";1
"fidelity";1
"fetter";1
"feign";1
"feeble";1
"feather";1
"fatal";1
"farmyard";1
"familiarly";1
"exterior";1
"extension";1
"expire";1
"execute";1
"exclusively";1
"evince";1
"evergreen";1
"etiquette";1
"eternal";1
"essay";1
"equivalent";1
"equip";1
"envelope";1
"entangle";1
"enlargement";1
"enlarge";1
"endowment";1
"enclosure";1
"eminence";1
"emily";1
"elegantly";1
"elate";1
"elapse";1
"edifice";1
"durable";1
"duplicity";1
"dullness";1
"drown";1
"drift";1
"dorothy";1
"donkey";1
"diversion";1
"dissolve";1
"disservice";1
"dissatisfaction";1
"disquiet";1
"disoblige";1
"dismissal";1
"discrimination";1
"discouragement";1
"discomposure";1
"disappearance";1
"dim";1
"dessert";1
"desperation";1
"desperately";1
"desk";1
"desirableness";1
"deservedly";1
"descry";1
"depression";1
"deprecate";1
"deposit";1
"defective";1
"dealing";1
"deaden";1
"dalrymples";1
"curtsy";1
"curtail";1
"crisis";1
"creditor";1
"cream";1
"crayon";1
"cramp";1
"counsellor";1
"corroborate";1
"conundrum";1
"contraction";1
"consume";1
"consistency";1
"conformity";1
"conform";1
"confidant";1
"complacently";1
"competition";1
"competent";1
"commodious";1
"commander";1
"combine";1
"collectedly";1
"coincide";1
"cluster";1
"clapham";1
"circumspection";1
"circuit";1
"chill";1
"childhood";1
"cheerless";1
"chaperon";1
"carter";1
"careys";1
"candlelight";1
"camp";1
"buzz";1
"brisk";1
"brightness";1
"bodily";1
"blunt";1
"blot";1
"blast";1
"bilious";1
"betty";1
"bequeath";1
"befriend";1
"beer";1
"baronetcy";1
"bare";1
"bar";1
"baldwin";1
"backwards";1
"bachelor";1
"aversion";1
"atmosphere";1
"astley";1
"ashore";1
"antwerp";1
"annihilation";1
"analogy";1
"alternately";1
"alight";1
"alert";1
"airy";1
"ailment";1
"aghast";1
"affable";1
"admittance";1
"admission";1
"adhere";1
"acquiesce";1
"achieve";1
"accurately";1
"accordant";1
"accord";1
"abstraction";1
"abstain";1
"abominate";1
"abatement";1
"_tete";1
"yew";1
"yarmouth";1
"wrought";1
"wretch";1
"worship";1
"workman";1
"woodhouses";1
"womanly";1
"wing";1
"wiltshire";1
"willoughbys";1
"wildly";1
"wildenheim";1
"wight";1
"whitaker";1
"whip";1
"wheel";1
"wearisome";1
"wanton";1
"walnut";1
"wallises";1
"viscount";1
"virtuous";1
"violin";1
"violate";1
"vicar";1
"vessel";1
"varnish";1
"utterly";1
"uprightness";1
"upbraid";1
"unworthily";1
"unusually";1
"unsuited";1
"unstudied";1
"unsteadiness";1
"unshaken";1
"unsatisfactory";1
"unrestrained";1
"unquiet";1
"unpromising";1
"unprofitable";1
"unprejudiced";1
"unpractised";1
"unpleasantly";1
"unobtrusive";1
"unmoved";1
"unmarked";1
"university";1
"unison";1
"uninterrupted";1
"uninformed";1
"unfasten";1
"undue";1
"undress";1
"unconvinced";1
"uncheerful";1
"unchecked";1
"unbend";1
"unavailing";1
"unassuming";1
"unanswered";1
"unalterable";1
"unaffectedly";1
"unacknowledged";1
"ultimate";1
"twentieth";1
"turnpike";1
"troop";1
"trinket";1
"trepidation";1
"treacherous";1
"transpire";1
"transparency";1
"transmit";1
"transgress";1
"transcribe";1
"tranquillise";1
"trait";1
"tower";1
"torrent";1
"tithe";1
"tippet";1
"thirdly";1
"theme";1
"text";1
"terribly";1
"sympathize";1
"sweetly";1
"sway";1
"suspiciously";1
"surmount";1
"superciliousness";1
"suite";1
"sufficiency";1
"successive";1
"strenuously";1
"stray";1
"straightforward";1
"stomach";1
"stipulation";1
"stipulate";1
"stiffness";1
"steadfastly";1
"steadfast";1
"stanhill";1
"stability";1
"stab";1
"squabble";1
"spunging";1
"sprig";1
"sprain";1
"sposo";1
"spleen";1
"spectator";1
"sorrowfully";1
"somerset";1
"solitariness";1
"solidity";1
"softly";1
"smoothly";1
"smilingly";1
"slyness";1
"slacken";1
"skinners";1
"sixpence";1
"simile";1
"signal";1
"shropshire";1
"shrewd";1
"showery";1
"shiver";1
"shirt";1
"sharpen";1
"sharer";1
"shady";1
"serle";1
"seniority";1
"seduction";1
"sedentary";1
"sedate";1
"secresy";1
"scoundrel";1
"scotch";1
"sarcastic";1
"sand";1
"saloon";1
"sallow";1
"sale";1
"roar";1
"rheumatism";1
"rheumatic";1
"retrace";1
"retentive";1
"retail";1
"reseat";1
"requite";1
"requisition";1
"representative";1
"replete";1
"replace";1
"remnant";1
"religious";1
"religion";1
"regiment_s";1
"regale";1
"refute";1
"reformation";1
"rectory";1
"rectify";1
"recognize";1
"recognition";1
"reciprocal";1
"recede";1
"reasonableness";1
"rear";1
"reap";1
"rationality";1
"rascal";1
"random";1
"putrid";1
"putney";1
"purely";1
"pupil";1
"pulpit";1
"proxy";1
"protract";1
"protege";1
"prolong";1
"profitable";1
"professional";1
"prodigy";1
"presumptive";1
"prediction";1
"predicament";1
"powerless";1
"powder";1
"poulterer";1
"postpone";1
"porter";1
"populous";1
"pond";1
"policy";1
"poison";1
"poem";1
"plight";1
"plentiful";1
"plaintive";1
"piquet";1
"pint";1
"pillow";1
"pi";1
"peruse";1
"persuadable";1
"persecution";1
"perrys";1
"perforce";1
"penitent";1
"penitence";1
"peep";1
"patiently";1
"pathetic";1
"passive";1
"passable";1
"parley";1
"parishioner";1
"parent_s";1
"parasol";1
"pant";1
"panegyric";1
"paddock";1
"packet";1
"pacify";1
"overrate";1
"outer";1
"outdo";1
"ostentation";1
"ostensible";1
"orphan";1
"orderly";1
"orchestra";1
"obligingly";1
"nurseryman";1
"nuptial";1
"nuisance";1
"nourish";1
"nose";1
"nnight";1
"ninth";1
"ninety";1
"nettle";1
"needlessly";1
"necessitous";1
"neatly";1
"nail";1
"mutter";1
"musician";1
"multitude";1
"muffin";1
"motto";1
"moralize";1
"mock";1
"mismanagement";1
"misinterpret";1
"misconstruction";1
"misconception";1
"miracle";1
"minor";1
"mindful";1
"metal";1
"memorial";1
"memorandum";1
"medical";1
"meantime";1
"mature";1
"massy";1
"margaret_s";1
"mantel";1
"mamma_s";1
"malicious";1
"male";1
"malady";1
"mail";1
"magnitude";1
"lurk";1
"lung";1
"lottery";1
"loser";1
"loose";1
"longtown";1
"lonely";1
"living";1
"litter";1
"limitation";1
"lime";1
"lightness";1
"levity";1
"leisurely";1
"lease";1
"laurentina_s";1
"laudable";1
"lastly";1
"lash";1
"largely";1
"lame";1
"labourer";1
"knave";1
"knack";1
"kindred";1
"justness";1
"junction";1
"jumble";1
"jove";1
"jointure";1
"jilt";1
"jade";1
"italy";1
"irreproachable";1
"irregular";1
"invest";1
"intrigue";1
"intreat";1
"intimidate";1
"intervene";1
"internal";1
"insufferably";1
"instrument_s";1
"instinct";1
"insincerity";1
"inside";1
"innate";1
"ingenuousness";1
"infirmity";1
"inference";1
"infamously";1
"inexperienced";1
"inexperience";1
"ineffectual";1
"industriously";1
"indistinct";1
"indispensably";1
"indiscretion";1
"indication";1
"indecorum";1
"incurable";1
"incredulous";1
"inconsolable";1
"inconsiderately";1
"inconsiderate";1
"importune";1
"importunate";1
"impolitic";1
"impertinently";1
"impenetrable";1
"impend";1
"impede";1
"impartially";1
"immoderately";1
"ice";1
"humourist";1
"horsewoman";1
"horseman";1
"horribly";1
"horizon";1
"hole";1
"hideous";1
"hen";1
"hem";1
"heiress";1
"heath";1
"hazle";1
"hay";1
"haunch";1
"harvest";1
"harangue";1
"hanover";1
"hail";1
"habitable";1
"groundwork";1
"greet";1
"grass";1
"grappler";1
"grandson";1
"grandpapa";1
"gowland";1
"gladden";1
"gild";1
"gesture";1
"georgiana_s";1
"gale";1
"fury";1
"funeral";1
"fund";1
"fullness";1
"fulfill";1
"frugality";1
"frigate";1
"friendless";1
"freak";1
"frances";1
"fragrance";1
"fragment";1
"fox";1
"fortify";1
"fork";1
"foreboding";1
"foolishness";1
"fling";1
"flatterer";1
"flannel";1
"finesse";1
"finance";1
"finale";1
"filigree";1
"fence";1
"feasible";1
"fascination";1
"farmhouse";1
"fairy";1
"extinction";1
"explanatory";1
"expert";1
"expenditure";1
"expatiate";1
"exorbitant";1
"excellency";1
"excel";1
"exasperate";1
"exaggeration";1
"exaggerate";1
"estrangement";1
"essentially";1
"erect";1
"epsom";1
"enumeration";1
"enrich";1
"enrage";1
"enormous";1
"endeavor";1
"encumber";1
"enchant";1
"emigrant";1
"elude";1
"ellison";1
"elliott";1
"elation";1
"elasticity";1
"eighth";1
"effectual";1
"economical";1
"eccentric";1
"ebony";1
"easiness";1
"earthly";1
"dutifully";1
"dusk";1
"dulness";1
"duke";1
"drummond";1
"dreamt";1
"dreamer";1
"drain";1
"doer";1
"dixons";1
"divorce";1
"diversify";1
"distaste";1
"dissimilarity";1
"disproportion";1
"dismount";1
"dismal";1
"dishearten";1
"discipline";1
"disarm";1
"diminish";1
"dilatory";1
"digression";1
"deviation";1
"deter";1
"desolate";1
"designedly";1
"desertion";1
"derange";1
"depreciate";1
"deportment";1
"dentist";1
"demur";1
"demerit";1
"delivery";1
"deliverance";1
"deign";1
"deduction";1
"decree";1
"deceit";1
"daylight";1
"dagger";1
"cushion";1
"cup";1
"cultivation";1
"cultivate";1
"cromer";1
"criticise";1
"crimson";1
"criminal";1
"cravat";1
"covert";1
"countless";1
"counterbalance";1
"counteraction";1
"counter";1
"council";1
"corrupt";1
"correctly";1
"conversable";1
"contradictory";1
"contention";1
"contemptuously";1
"consumption";1
"consolatory";1
"consign";1
"considerately";1
"connive";1
"congratulatory";1
"confederacy";1
"conduce";1
"concisely";1
"compunction";1
"compress";1
"complaisant";1
"compass";1
"compact";1
"commiseration";1
"commencement";1
"collation";1
"coincidence";1
"cloth";1
"clemency";1
"clamorous";1
"chestnut";1
"chasm";1
"chariot";1
"certify";1
"century";1
"ceiling";1
"cavil";1
"cautiousness";1
"causeless";1
"cattle";1
"cash";1
"caro";1
"caper";1
"candidly";1
"camilla";1
"bystander";1
"byron";1
"burnt";1
"brute";1
"bruise";1
"brotherly";1
"brook";1
"briskly";1
"bribe";1
"bookseller";1
"bookcase";1
"blossom";1
"blameable";1
"bit";1
"biscuit";1
"birmingham";1
"biographer";1
"bickerton";1
"beneficial";1
"belmont";1
"beginning";1
"battle";1
"basil";1
"barrier";1
"baronet_s";1
"balance";1
"baize";1
"bailiff";1
"background";1
"avowedly";1
"avoidance";1
"average";1
"authorize";1
"authoritative";1
"attire";1
"attainable";1
"assign";1
"assiduity";1
"assail";1
"asparagus";1
"artist";1
"artifice";1
"articulate";1
"arrowroot";1
"archness";1
"approval";1
"appal";1
"apace";1
"annum";1
"annex";1
"annesley";1
"amity";1
"allay";1
"alarmingly";1
"akin";1
"affix";1
"advertisement";1
"adverse";1
"advantageously";1
"adore";1
"adoration";1
"adjust";1
"adequate";1
"actuate";1
"actress";1
"acquittal";1
"accumulation";1
"accountable";1
"abound";1
"abate";1
"28th";1
"22nd";1
"*book_Sense&Sensibility";1
"*book_Pride&Prejudice";1
"*book_MansfieldPark";1
"*book_Emma";1
"*book_NorthangerAbbey";1
"*book_Persuasion";1
